document_index,similarity_score,comment
850,0.0,geniş yapraklı yabani bitki
851,0.0,yamaç yerde düz gitme paralel
852,0.0,hayvan yiyeceği
853,0.0,yarı güneşli hava bunaltıcı sıcaklık
854,0.0,aydınlık
855,0.0,hamak
856,0.0,horonda eğilme
857,0.0,alani açıkca yapma
858,0.0,devamlı gelen alışkan ucu yanan odun
859,0.0,hazır olan
860,0.0,i̇shal
861,0.0,salak aptal
862,0.0,adı bilinmeyen i̇şe yaramayan
863,0.0,uzak dursun
864,0.0,büyük ağır hantal eşya
865,0.0,aptal avanak
866,0.0,meydan görünür
867,0.0,gözetleme bakma
868,0.0,açık alan
869,0.0,yük taşımada verilen mola
870,0.0,gözde çıkan sivil ekilecek küçük soğan
871,0.0,arı ısırması
872,0.0,paralel
873,0.0,yan tarafa doğru gitmek
874,0.0,yemekten arda kalan
875,0.0,zayıf
876,0.0,zayıflama
877,0.0,yünden ip yapma aracı
878,0.0,olgun turşu
879,0.0,evlere giriş kısmı
880,0.0,yarışma rekabet
881,0.0,meyve ağacına aşı ekleme
882,0.0,olayın nedeni belli olması
883,0.0,geçmek
884,0.0,geçti
885,0.0,omuza alınan örtü şal
886,0.0,dereden kolay geçme yer
887,0.0,ayıklama fındık ocağını budama yapmak
888,0.0,ellin iç kısmı aya
889,0.0,zehir orman güllü
890,0.0,doğum yapan ineğin ilk sütü
891,0.0,hava hava durumu
892,0.0,takma ad lakap
893,0.0,koruma yetiştirme
894,0.0,yavaş yavaş
895,0.0,temizleme
896,0.0,ters
897,0.0,avare gezen
898,0.0,zehirli bitki
899,0.13707704055753234,çıldın deli
900,0.0,yolculukta bahçede yenecek yemek
901,0.0,olduğundan fazla gözükme gelişme
902,0.0,melez
903,0.0,koyun geceleme yeri
904,0.0,geniş bol
905,0.0,fiyatlı
906,0.0,kuplu süt su kabı
907,0.0,sulu çamur
908,0.0,yabani bitki
909,0.0,yabani mor çiçekli bitki
910,0.0,beyaz küf
911,0.0,tabanca çeşiti
912,0.0,gürültü yapan kişi
913,0.0,tahta avlu çit
914,0.0,geçersiz
915,0.0,sokma delme
916,0.0,bir sürü ağır
917,0.0,zayıf cılız çocuk kısa cüce
918,0.0,mayasıl kaşıntı
919,0.0,toplamadan kalan fındık soğlama
920,0.0,önce demin
921,0.0,gece
922,0.0,kötü çirkin
923,0.0,kuyu kazanı
924,0.0,çatal ağızlı tarım aleti
925,0.0,toprak işlemek
926,0.0,gözünü iyice açmak korkutmak
927,0.0,tabanca çeşiti
928,0.0,koyun sağım yeri
929,0.0,burası
930,0.0,herhalde belli
931,0.0,muşmula meyvesi
932,0.0,fena
933,0.0,fabrikasyon
934,0.0,bezelye
935,0.0,geçen sene
936,0.0,hızla koşmak tekme
937,0.0,parlak
938,0.0,yeni doğan buzağı
939,0.0,büyük hala
940,0.0,biraz
941,0.0,beraber
942,0.0,ekmek pişirilen kap
943,0.0,azıcık
944,0.0,fazla
945,0.0,önemli gizli söz
946,0.0,azıcık
947,0.0,minnacık
948,0.0,ağaç kap
949,0.0,beze sarılarak taşınan eşya
950,0.0,hıyar
951,0.0,yalnız başına
952,0.0,sürekli devamlı
953,0.0,alaca karanlık
954,0.0,fasulye
955,0.0,böçek
956,0.0,bugün
957,0.0,göğüs
958,0.0,uzun sesli öksürmek
959,0.0,yabani bitki
960,0.0,evlerdeki mutfak odası
961,0.0,eziyet zülum
962,0.0,eziyet zülum etme
963,0.0,ters çevireme sıkma
964,0.0,i̇spiyoncu
965,0.0,canı darlanmak sıkılmak
966,0.0,acı
967,0.0,üşümek
968,0.0,düzlük arazi
969,0.0,eğri olan
970,0.0,yerinde duramamak oynak
971,0.0,beyaz başörtüsü
972,0.0,bunaltıcı sıkıcı kapalı
973,0.0,beton boru
974,0.0,toplu buruşuk kırış
975,0.0,geçimsiz çirkef
976,0.0,bilgisiz cahil
977,0.0,azimetmek
978,0.0,vitrin cam arkası
979,0.0,gaz lambası
980,0.0,keçi kılı sırt çantası
981,0.0,manda
982,0.0,yeni anlama aklı başına gelme
983,0.0,kalın kereste cıta
984,0.0,akıntı
985,0.0,sağnak yağmur
986,0.0,sincap
987,0.0,yalnız tek başına
988,0.0,konuşan
989,0.0,kurnaz hırcın fesat kadın
990,0.0,yaramaz çocuk
991,0.0,keş pişirilerek yapılan yemek
992,0.0,koyun sürüsü davalar
993,0.0,başörtü çeşidi
994,0.0,bağıran alakarga
995,0.0,jandarma
996,0.0,yaylaya göre sahil
997,0.0,yağmurluk
998,0.0,i̇ltahap i̇rin
999,0.08738891428327637,zahmet eziyet sıkıntı
1000,0.0,sinirlenme bağırma
1001,0.0,alkış
1002,0.0,yırtık pırtık giyinen yarı açık elbise
1003,0.187693625067037,çıblak yoksul
1004,0.0,daldan kuş kapanı
1005,0.0,hızlı şekilde
1006,0.0,küçük ark ince su yol dar yol
1007,0.0,sulu bozulmuş yumurta
1008,0.0,komiklik şaka
1009,0.0,küçük
1010,0.0,küçük su kapı
1011,0.0,vurmak s çıkartmak
1012,0.0,i̇plik sarma aleti devamlı olan s
1013,0.0,küçük ekmek kızartma
1014,0.0,hamur işi yağda pişen lokma
1015,0.0,fazla yırtık pırtık
1016,0.0,kök ağaç kökü
1017,0.0,çırılçıplak
1018,0.0,küçük çalı kuşu
1019,0.0,oyun bozan
1020,0.0,i̇nce sızan akan i̇nce s
1021,0.0,çizmek
1022,0.0,soy sülale secere
1023,0.0,meme göğüs
1024,0.0,küçük sevimli çoçuk
1025,0.0,küçük s
1026,0.0,gizlice gözetleme
1027,0.0,yapışkan çam ağacı
1028,0.0,harabe yer
1029,0.0,cimdik
1030,0.0,keskin zekalı kurnaz
1031,0.0,çingene
1032,0.0,i̇shal oyundan çıkan
1033,0.0,lastik çizme potin
1034,0.0,suyu alınmış ezik üzüm posası
1035,0.0,süzülecek üzüm şırası
1036,0.0,zehir
1037,0.0,sıcaktan bunalma zehirlenme
1038,0.0,civciv
1039,0.0,kalabalık
1040,0.0,çevre etraf
1041,0.0,olmamış ham meyve
1042,0.0,şelale
1043,0.0,uyumak
1044,0.0,bakımsız zayıf
1045,0.0,gösteriş caka
1046,0.0,gösteriş yapma
1047,0.0,çalkalamak
1048,0.0,kalaylı tencere
1049,0.0,uzun fasulye sırığı
1050,0.0,felçli
1051,0.0,sallamak
1052,0.0,ayakkapı
1053,0.0,kalın bez parçası eski elbise
1054,0.0,çatı kısmı
1055,0.0,rastlama rast gelme
1056,0.0,sağnak yağmur
1057,0.0,i̇z
1058,0.0,bacakları dışa eğri kimse
1059,0.0,keçi yavrusu oğlak
1060,0.0,ayıklanmış tane fındık
1061,0.0,küçük gemi barınağı
1062,0.0,bir sincap çeşitti
1063,0.0,ağız kavgası
1064,0.0,oyunda kısa çubuk
1065,0.0,kapı kilidi mandalı
1066,0.0,i̇şaret iz
1067,0.0,dastardan yapılan süslü çanta
1068,0.0,çizik kertük yiv
1069,0.0,i̇çi boş fındık çotanağı
1070,0.0,küçük kazma
1071,0.0,karadeniz bölgesine yerleşen türkmen boyları
1072,0.0,kördüğüm
1073,0.0,büyük derin sivilce
1074,0.0,eğrelti otu çeşiti
1075,0.0,evlere sonradan ilave edeilen oda görülen uç
1076,0.0,yünden iplik yapma tezgahı
1077,0.0,i̇nce çubuk
1078,0.0,doğrultu
1079,0.0,sakık sallanan
1080,0.0,alaca renkli
1081,0.0,parlak renkli
1082,0.0,i̇nce sık dallı dikenli
1083,0.0,ateşböceği
1084,0.0,ateş parçası kıvılcım
1085,0.0,yazı yazma ucu dolmakalem ucu
1086,0.0,i̇nce yağan yağmur çiğse
1087,0.0,yeni çimlenmiş tohum
1088,0.0,tohumların çimlenmesi yeşermesi
1089,0.0,yüzü gözü benli
1090,0.0,yıkanmakyunmak
1091,0.0,küçük sebze bahçesi
1092,0.0,dikmek tutturmak
1093,0.0,küçük ateş parçası kıvılcım
1094,0.0,küçük tane
1095,0.0,çekirdek
1096,0.0,hafif yağan yağmur
1097,0.0,kısa çubuk
1098,0.0,dikenli fundalıklı alan
1099,0.0,yoğurttan yapılan kuru peynir
1100,0.0,ot yığını otluk
1101,0.0,acemi
1102,0.0,bahçeden meyve çalma
1103,0.0,küçük ağaç parçası kuru ince dal
1104,0.0,mısırın alt sap kısmı
1105,0.0,mısır kurutulan ambar darı ambarı
1106,0.0,yabani küçük armut ağacı
1107,0.0,çökelek kurutulan ayran peyniri
1108,0.0,temmuz ağustos aylarına denir
1109,0.0,gösterme sıfatı
1110,0.0,alışkın
1111,0.0,alışmak devamlı olamak
1112,0.0,sevimli
1113,0.0,tatlı
1114,0.0,meşin deri çanta
1115,0.0,kavga etme i̇t kavgası
1116,0.0,çatıların alt kısmı
1117,0.0,eğri büyrü
1118,0.0,geveze dangalak
1119,0.0,mısır
1120,0.0,sıkılma bunalma
1121,0.0,yün ipliğinden kilim
1122,0.0,sel yağan yağmur
1123,0.0,zehir veba kötü
1124,0.0,koltuk değneği destek
1125,0.0,hava gönderme yellenme
1126,0.0,destek yapmak
1127,0.0,karıştırmak debelemek
1128,0.0,sıkıştırma
1129,0.0,değirmen
1130,0.0,dokunma temas
1131,0.0,tekme
1132,0.0,pencere cam önü beton
1133,0.0,takla atmak
1134,0.0,ayakla sıkıştırma vurma
1135,0.0,gelişme oynak
1136,0.0,kuru hava ıslak olmayan
1137,0.0,lüks lastik ayakkapı
1138,0.0,toplama
1139,0.0,toplan
1140,0.0,okumuş hoca
1141,0.0,delik açma patlatma yırtma
1142,0.0,kaliteli lastik ayakkabı
1143,0.0,i̇şte orada
1144,0.0,i̇şte burada
1145,0.0,teyze
1146,0.0,elörgüsü iplik
1147,0.0,baldırı çıplak
1148,0.0,dolu tanesi
1149,0.0,ağaç altı son yer
1150,0.0,i̇çinde mısır buğday dövülen oyuk taş
1151,0.0,pirinç bulgurla yapılan lahana yemeği
1152,0.0,uğraşmak çalışmak
1153,0.0,tartışma yoluşma
1154,0.0,meyve fidanı
1155,0.0,kıskaçlı böçek
1156,0.0,herkesce bilinilen dedikodu yaymak
1157,0.0,kesme bölmek
1158,0.0,ot toplama tırmığı
1159,0.0,tırnakla kaşımak karıştırmak
1160,0.0,biyeleme keskin hale getirme
1161,0.0,i̇plik boyası
1162,0.0,hareketli
1163,0.0,bir ağaç türü
1164,0.0,ucu v şeklinde uzun sopa
1165,0.0,ayakta durma
1166,0.0,ayakta dik duran
1167,0.0,tahtadan oda bölmesi
1168,0.0,uzun paçalı
1169,0.0,sivriliğini kaybetmiş körelmiş
1170,0.0,büyük çan
1171,0.0,dikkat çekmek
1172,0.0,bezelye haşlaması
1173,0.0,hazırlamak süslemek
1174,0.0,sarmalamak
1175,0.0,i̇pliklerin karışması
1176,0.0,ladin ağacı
1177,0.0,dangalak başı boş
1178,0.0,delik fındıktan yapılan oyuncak
1179,0.0,i̇ri yuvarlak
1180,0.0,muşmula ağacı
1181,0.0,göğüs kemiği
1182,0.0,yer yatağı
1183,0.0,kolsuz yelek
1184,0.0,toplamak hasat etmek
1185,0.0,dilenci
1186,0.0,sevmek sevinçini belirtmek
1187,0.0,üstü kapalı yer sakin yer
1188,0.0,kulpsuz elbezi
1189,0.0,olgunlaşmamış meyve tomurcuğu gonca
1190,0.0,düdük yapılan bir ağaç çeşiti
1191,0.0,yaramaz insan
1192,0.0,fakir fukara
1193,0.0,erken olan doğan
1194,0.0,mola ara verme
1195,0.0,yaşına gelen genç inek
1196,0.0,yemeği yapılan yabani bitki
1197,0.0,geniş yapraklı bitki
1198,0.0,gökkuşağı
1199,0.0,erimek eskimek
1200,0.0,iyisi ala güzel
1201,0.0,yapığı davranışın karşılığı olacaklar
1202,0.0,cin
1203,0.0,sürekli bağırma
1204,0.0,yanma hissi esmek
1205,0.0,ucu yanmış odun
1206,0.0,acıdan dolayı aklını almak
1207,0.0,yün iplik eğirme aleti kirman
1208,0.0,bir tür imece
1209,0.0,i̇yi güzel usta
1210,0.0,güneyli güneyde iç bölgelerde yaşayanlar
1211,0.0,evlilikte aracı olan kimse
1212,0.0,pilli el feneri
1213,0.0,mor renkli çiçekli ağaç
1214,0.0,dokunma
1215,0.0,geyik yabani keçi
1216,0.0,avuç dolusu
1217,0.0,eldiven
1218,0.0,kardeş eşleri gelin
1219,0.0,oldumu tamammı
1220,0.0,amca
1221,0.0,tutam demet buket
1222,0.0,toplam topu topu olancası
1223,0.0,kadın elbisesi
1224,0.0,geniş
1225,0.0,köpek yavrusu
1226,0.0,şımarma
1227,0.0,üşenme çekinme
1228,0.0,kullanılan ihtiyaçlar
1229,0.0,gerekli lazım
1230,0.0,elbise çamaşır
1231,0.0,gerçek hakikat
1232,0.0,açıkca alani yapılan
1233,0.0,toprak kazmak
1234,0.0,ekşi acı
1235,0.0,ekmek çevirme aleti
1236,0.0,etek
1237,0.0,üveyik kuşu
1238,0.0,eli ev işlerine yatkın
1239,0.0,turşu yapılan yabani bitki
1240,0.0,evlendirme
1241,0.0,çocukların aile oyunu
1242,0.0,bir dönüm arazi mantar
1243,0.0,bir kısmı yanık odun parçası
1244,0.0,yeterli
1245,0.0,kibrit
1246,0.0,bir seslenme biçimi
1247,0.0,seslenen kişiye cevap vermek
1248,0.0,başkasına göre hava hoş
1249,0.0,oyalanmak vakit geçirmek
1250,0.0,olgun yumuşak
1251,0.0,çiğneme
1252,0.0,akılda tutma
1253,0.0,olgun meyve yumuşak
1254,0.0,bir tür armut çeşitdi
1255,0.0,i̇çlik iç elbisesi
1256,0.0,kollu atlet
1257,0.0,gaz lambası çeşitti
1258,0.0,şişeden yapılan gaz lambası
1259,0.0,bir tür meşale
1260,0.0,hafif
1261,0.0,hafif
1262,0.0,s bozukluğu
1263,0.0,kötü bozuk
1264,0.0,ucu ateşli odun parçası
1265,0.0,paramparça
1266,0.0,buruşuk yırtık parçalanmış
1267,0.0,i̇çten pazarlıkcı sahte kurnaz
1268,0.0,derman kuvvet hal
1269,0.0,fazla
1270,0.0,piliç genç tavuk
1271,0.0,hafiflemek
1272,0.0,iyisi iyi
1273,0.0,yaramaz
1274,0.0,saçda pişen buğday ekmeği
1275,0.0,renk yüz rengi
1276,0.0,çubuklardan örülmüş çit
1277,0.0,ağzına kadar dolu sıkışık
1278,0.0,pişirilmiş meyve
1279,0.0,fırında kurutulan mısır
1280,0.0,fırtına yağmur
1281,0.0,fırlatıp atmak
1282,0.0,dışkı
1283,0.0,kaldırıp atma
1284,0.0,yemek yapılan bir bitki
1285,0.0,art niyetli fenalı düşünen kişi
1286,0.1079790025829045,yavaşca
1287,0.0,ağaç kabuğu düdük
1288,0.0,i̇tiraz eden
1289,0.0,follukta tek olan yumurta
1290,0.0,kabuğundan ayıklamak
1291,0.0,tavuğun yumurtladığı yer
1292,0.0,bolca geniş
1293,0.0,kapba su doldurmaya yarayan gereç
1294,0.0,suyu çekilmiş susuz
1295,0.0,dışarı fırlamış nesne
1296,0.0,kaynama
1297,0.0,ateşte kaynatmak
1298,0.0,dişsiz dişleri sökülmüş
1299,0.0,boşu boşuna gereksiz
1300,0.0,dikkat dikkate alma
1301,0.0,yabani bir bitki
1302,0.0,yamaç bayır yamaç
1303,0.0,manav sebze meyve satıcıcı
1304,0.0,kadar
1305,0.0,fındığın yaş kabuğu
1306,0.0,sürekli s yapan gürültü
1307,0.0,dertli sorunu olan
1308,0.0,sürekli ikide bir
1309,0.0,dalgınlık yanılgı durgunluk
1310,0.0,biçimsiz şekilsiz
1311,0.0,kuru dölsüz
1312,0.0,parmakları bükmek
1313,0.0,baca
1314,0.0,kalabalık çokluk
1315,0.0,yemek yapılan yabani bitki
1316,0.0,angarya yapılan iş
1317,0.0,zamanı dolmuş geçersiz
1318,0.0,i̇şe yaramaz uyuşuk
1319,0.0,kel düz
1320,0.0,başkasına söyleme kandırma
1321,0.0,mazlum sessiz uslu sakin uysal
1322,0.0,dişi köpek
1323,0.0,uslu sakin olgun gariban
1324,0.0,eğrelti dikiş tutturma ekleme
1325,0.0,yara kabuğu üst kabuk
1326,0.0,evin ön kısmı kapı
1327,0.0,yaklaşık olarak göz kararı aşağı yukarı
1328,0.0,lastik ayakkabı
1329,0.0,i̇çi çürük fındık
1330,0.0,ormangülü pembe çiçekli
1331,0.0,tarıştırma tahrik etmek
1332,0.0,patetes
1333,0.0,yabani diken
1334,0.0,karar tam kıvamı
1335,0.0,karıştırma
1336,0.0,yaşlı
1337,0.0,patetes gartobak
1338,0.0,patetes yerelması
1339,0.0,fazla olan eşya
1340,0.0,dert sıkıntı
1341,0.0,yalan
1342,0.0,germek sıkıştırmak
1343,0.0,çam kabuğu altı zarı kabuk
1344,0.0,pi kirden kabuk bağlama
1345,0.0,ayran aparetif yemek
1346,0.0,kasıtlı olarak mahsus
1347,0.0,fındığın dışındaki yeşil kabuk çotanak
1348,0.0,fındık çotanağı
1349,0.0,bir armut çeşidi
1350,0.0,sıkma eneme hadım
1351,0.0,kuru ahlat unu
1352,0.0,i̇şe yaramaz hayrı olmayan
1353,0.0,türkü nağme
1354,0.0,kendi kendine türkü söylemek
1355,0.0,güzel
1356,0.0,benim güzelim
1357,0.0,kaza yaralanma
1358,0.0,kuru yapraklar
1359,0.0,i̇stemeden olan kaza
1360,0.0,kenarı düzgün olmayan
1361,0.0,değirmenci
1362,0.0,ayıklanmış fasulye kabuğu
1363,0.0,merdiven iskele
1364,0.0,fena i̇natcı insan
1365,0.0,oyuk yer
1366,0.0,bir çeşit orak
1367,0.0,yaprak
1368,0.0,merdiven iskele
1369,0.0,küçük yabani hayvan
1370,0.0,düğün alayı
1371,0.0,gelince geldiğin zaman
1372,0.0,kemik
1373,0.0,dikenli sarmaşık
1374,0.0,sarmaşık
1375,0.0,çetene yiv
1376,0.0,ağızda çiğnemek
1377,0.0,ucu çatallı dalları çekme sırığı
1378,0.0,geri zekalı
1379,0.0,kuru odun parçası
1380,0.0,kız anlamında
1381,0.0,kurbağa
1382,0.0,yeni
1383,0.0,yepyeni
1384,0.0,dönen ağaç oyunu
1385,0.0,hayvan tekmesi
1386,0.0,küçük kuplu sepet
1387,0.0,sıradan dümdüz yoğun
1388,0.0,yağlı parlak kaygan
1389,0.0,oynak
1390,0.0,bıkmak usanmak
1391,0.11785547915797479,i̇p
1392,0.0,kıyafet görünüm
1393,0.0,i̇nce uzun mızmız
1394,0.0,meyve sapı
1395,0.0,kıskançlık
1396,0.0,donmuş sabah çiğsesi
1397,0.0,tepelik arazi yerler
1398,0.0,düğüm dönen kıvrılan su
1399,0.0,traş etmek
1400,0.0,koyun yün kırkma aleti
1401,0.0,kıskaç
1402,0.0,sıkma çimdikleme
1403,0.0,hayvan tekmesi çiftte
1404,0.0,olan
1405,0.0,yoksukluk alcık
1406,0.0,öteberi küçük eşyalar
1407,0.0,tekleme fındık çotanağı
1408,0.0,küçük ağaç parçası
1409,0.0,ağaç budağı
1410,0.0,kaşınma
1411,0.0,yuvarlak küçük ekmek
1412,0.0,dal kesen küçük balta
1413,0.0,tırpan
1414,0.0,başlama
1415,0.0,düğme
1416,0.0,oyunda küçük düz taşlar
1417,0.0,fıcı
1418,0.0,haylaz i̇şe yaramaz
1419,0.0,saç örgüsü ensede toplanan saç topuzu
1420,0.0,delik ağaç kovuğu
1421,0.0,aralık hafiften açık
1422,0.0,yaşlı kimse moruk
1423,0.0,kol raf
1424,0.0,odun taşıken sırta sarılan ip semer
1425,0.0,taş fırında pişen ekmek
1426,0.0,balık çeşiti
1427,0.0,süslü büyük ev
1428,0.0,bir yere konmuş
1429,0.0,i̇çi boş fındık
1430,0.0,bağlantısı olmayan
1431,0.0,avuç içi yanına ekleme
1432,0.0,avuçlama avuç ölçüsü
1433,0.0,külek ölçü kovası
1434,0.0,büyük kalın kafa salak
1435,0.0,kısa küçük ağaç kütük
1436,0.1857970218150753,çukur mağara
1437,0.0,güya
1438,0.0,olgunlaşmamış ham meyve
1439,0.0,çam ağacı kozalağı
1440,0.0,köpek yavrusu
1441,0.0,şişman yuvarlak
1442,0.0,i̇çeri batmış uçurum
1443,0.0,su kurbağası
1444,0.0,avare haylaz
1445,0.0,yeşil olgunlaşmamış
1446,0.0,meyvenin yumuşaması
1447,0.0,yanık ateşli kül
1448,0.0,bir kuş çeşiti
1449,0.0,yük hayvanı katır hayvan sürüsü
1450,0.0,birini göresi gelmek hasret özlem
1451,0.0,taze yeni
1452,0.0,hayvan derisi
1453,0.0,gözlük
1454,0.0,suyun topraktan ilk çıktığı yer
1455,0.0,gugukuşu
1456,0.0,sepet
1457,0.0,ocak başı raf çıkıntısı
1458,0.0,belle bağlanan giysi
1459,0.0,sabah vakti
1460,0.0,başta bulunan kepek
1461,0.0,çukur yer kuyu
1462,0.0,toz birikintisi toz kırıntısı
1463,0.0,alınganlık gösterme alınmak
1464,0.1239811532243856,küçük ufak
1465,0.0,şubat ayı
1466,0.0,yaylada çayır bitkisi
1467,0.0,mısır koçanı odunsu kısım
1468,0.0,şubat ayı
1469,0.0,ağacdan yapılan kap fıcı
1470,0.0,hayvan yalı konan ağaç kap
1471,0.0,bakır su kabı büyük ibrik
1472,0.0,eğrelti otu
1473,0.0,birden yuvarlanma
1474,0.0,güneşte kurutulan mısır
1475,0.0,yevmiye
1476,0.0,yevmiyeli işçi
1477,0.0,evden uzak bahçe orman
1478,0.0,kayın ağacı
1479,0.0,dargın
1480,0.0,damat
1481,0.0,i̇nekleri ısıran büyük sinek
1482,0.0,ağaçtan yapılan kap
1483,0.0,yeşerme üstü yeşillenme
1484,0.0,yemek ekmek pişirilen fırınlı soba
1485,0.0,yayla dönüşü sahil
1486,0.0,yayla dönüşü hayvan beslenen yer
1487,0.0,sonbahar
1488,0.0,
1489,0.0,i̇şte
1490,0.0,i̇şte şurası
1491,0.0,böyle
1492,0.0,
1493,0.0,burası
1494,0.0,i̇htiyaç
1495,0.0,güzel
1496,0.0,madem öyle
1497,0.0,zaman
1498,0.0,başlama başlangıç
1499,0.0,kadar ana gelene dek
1500,0.0,sohbet muhabbet
1501,0.0,küçük çakıl taşları küçük taşlar
1502,0.0,yiyecek yoğurt yemek
1503,0.0,hayvan bağlama ipi tasma
1504,0.0,banyo odası
1505,0.0,kiler
1506,0.0,yemek yeme lokma yutma
1507,0.0,biraz zor
1508,0.1857970218150753,yabani sarılan uzun bitki
1509,0.0,kadın
1510,0.0,sade yoğurt
1511,0.0,delidolu
1512,0.0,çubuktan yapılan büyük örme sepet
1513,0.0,yoğun çalışma
1514,0.0,boş arazi
1515,0.0,dayanaksız
1516,0.0,terkedilen boş tarla
1517,0.0,su kanalı
1518,0.0,çatıya kaplanan ince tahta
1519,0.0,i̇pek parlak kumaş ona özgü yakıştı
1520,0.0,dostluk kurma
1521,0.0,buçuk
1522,0.0,kıskanç fesat
1523,0.0,hanım hanımcık nazik
1524,0.0,yaramaz çocuk
1525,0.0,mısır yarması yemeği
1526,0.0,anda hemen tam şimdi
1527,0.0,yakıcı kavurucu yarı pişmiş
1528,0.0,şöyle
1529,0.0,i̇şte
1530,0.0,hatice adının yöresel söylenişi
1531,0.0,hafız adının yöresel söylenişi
1532,0.0,gürültü
1533,0.0,güç kuvvet derman
1534,0.0,çocuk lazımlığı
1535,0.0,hafıze adının yöresel söylenişi
1536,0.0,yineleme yola gitme
1537,0.0,önden devamlı
1538,0.0,eve giriş bölümü balkon antre
1539,0.0,böyle mi olacaktı buda
1540,0.0,gel gelmesi sesleniş
1541,0.0,avare dolaşan
1542,0.0,evet onaylama
1543,0.0,karda batmayan ayakkabılık
1544,0.0,külüstür angaz
1545,0.0,halim adının yöresel söylenişi
1546,0.0,undan yapılan sulu çorba
1547,0.0,derin kazılmış çukur sınır
1548,0.0,şımarık
1549,0.0,i̇htiyarlamak
1550,0.0,islak nemli tavlı verimli yağmur
1551,0.0,kapak gizli geçit
1552,0.0,evlerde gizli geçit
1553,0.0,alelacele
1554,0.0,zaman
1555,0.0,henüz pekiştirme
1556,0.0,tarlayı toprağı sürme işi
1557,0.0,elalem herkes
1558,0.0,açıkca yapılan
1559,0.0,hırsla karışık sinir
1560,0.0,sinirlenmek
1561,0.0,küçük tencere
1562,0.0,ayni öyle
1563,0.0,bir mantar çeşiti
1564,0.0,hayvanlara seslenme
1565,0.0,hasan adının yöresel söylenişi
1566,0.0,göründüğü olmayan
1567,0.0,uyuşuk
1568,0.0,gevşek tıkız sıkı olmayan
1569,0.0,gizli art niyetli fesat
1570,0.0,biçimsiz giyiyen
1571,0.0,birleştirmek eklemek örtmek
1572,0.0,ezerek parçalama
1573,0.0,birden hareketlenme
1574,0.0,yıkık dökük eski kullanılmaz
1575,0.0,yarı eski eskimiye başlamış
1576,0.0,kesmek parçalamak
1577,0.0,yırtık parçalı
1578,0.0,sıra dizi
1579,0.0,çocuk
1580,0.0,büyük testere
1581,0.0,zayıf mısır
1582,0.0,saf temiz pürüzsüz
1583,0.0,duvar temelin toprağa oturduğu yer
1584,0.0,geçimsiz dirliksiz fesat çıkaran
1585,0.0,kaba kabaca
1586,0.0,çabuk olma
1587,0.0,çabuk koşma
1588,0.0,mürekkep
1589,0.0,cambaz
1590,0.0,gelişigüzel yapılan iş
1591,0.0,fındık ayıklama taneleme
1592,0.0,kaba davranan insan şişman
1593,0.0,i̇nsanlarla fazla konuşmayan
1594,0.0,küçük yün torba
1595,0.0,tombul
1596,0.0,fasulyeli soğanlı lahana yemeği
1597,0.0,zıplama
1598,0.0,yüksek yerden atlama
1599,0.0,unun tortusu
1600,0.0,bir araya gelerek oynanan oyun
1601,0.0,heves
1602,0.0,hevesini almak
1603,0.0,hevesi geçmek
1604,0.0,hayalet cin
1605,0.0,küçük yavru
1606,0.0,suda pişirilen meyve komposto
1607,0.0,bir tür kağıt oyunu
1608,0.0,fasulye ezmesi
1609,0.0,yemeği yapın yabani bitki
1610,0.0,köpek kovalama
1611,0.0,yabani bitki
1612,0.0,beraber birlikte
1613,0.0,başıboş avare dolaşan
1614,0.0,sık çalılık
1615,0.0,sulu ıslaklık
1616,0.0,i̇çi dışı görünen basit yapıla eşya
1617,0.0,birdebire
1618,0.0,i̇şi bitmiş süresi dolmuş
1619,0.0,kafa tutmak dayılanmak
1620,0.0,tatsız içilemiyen çay
1621,0.0,ayı yavrusu
1622,0.0,bozulmuş ezilmiş meyve sebze
1623,0.0,ekmek ezmesi
1624,0.0,kalabalık
1625,0.0,alışkanlık
1626,0.0,aniden birdenbire beklenmeden olan
1627,0.0,nemli ıslak
1628,0.0,baygın
1629,0.0,sıcak
1630,0.0,isınmak
1631,0.0,sıcak
1632,0.0,gevşek bol olan
1633,0.0,sallama
1634,0.0,sallanmak kımıldamak
1635,0.0,amele i̇şçi
1636,0.0,yöntem püf noktası
1637,0.0,ayakkabı kundura
1638,0.1593906132920615,sulanmış yaş
1639,0.0,ağızla çağırma tiz s
1640,0.0,ağzına kadar dolu
1641,0.0,fındığın taze sürgün dalları fındık filizi
1642,0.0,gecenin aydınlanması
1643,0.0,bir çeşit gaz lambası
1644,0.0,yeni taze sürgün
1645,0.0,göz işaret etmek
1646,0.0,sermek yaymak
1647,0.0,kuplu su kabı
1648,0.0,üzülmek alınganlık göstermek
1649,0.0,gömlek
1650,0.0,eğri bacaklı
1651,0.0,tiksinmek nefret etmek
1652,0.0,beddua etmek
1653,0.0,i̇ki gün sonrası önceki gün
1654,0.0,düğme deliği kemik içi
1655,0.0,delikli bakır süzgeç metal kalbur kevgir
1656,0.0,düğüm
1657,0.0,kadar değil
1658,0.0,felç olma
1659,0.0,ekmek yapmaya yarayan
1660,0.0,i̇ltahap cerahat
1661,0.0,duman ateşten çıkan duman lekesi
1662,0.0,hüseyin adının yöresel söyleme
1663,0.0,sandalye
1664,0.0,yığın öbek yapma
1665,0.0,baş göz elle işaret etmek
1666,0.0,arpacık
1667,0.0,hepten i̇yice
1668,0.0,köle amele
